event,date,label,image
http://www.wikidata.org/entity/Q51649,1096-01-01T00:00:00Z,First Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/1099jerusalem.jpg
http://www.wikidata.org/entity/Q51651,1096-01-01T00:00:00Z,Rhineland massacres,http://commons.wikimedia.org/wiki/Special:FilePath/Massacre%20of%20Jews.jpg
http://www.wikidata.org/entity/Q499768,1026-01-01T00:00:00Z,Battle of Helgeå,http://commons.wikimedia.org/wiki/Special:FilePath/Olav%20den%20helliges%20saga%20GM15.jpg
http://www.wikidata.org/entity/Q1288012,1016-01-01T00:00:00Z,Battle of Nesjar,http://commons.wikimedia.org/wiki/Special:FilePath/Frierfjorden.JPG
http://www.wikidata.org/entity/Q1807089,1002-07-01T00:00:00Z,Battle of Calatañazor,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20Almanzor%20campaigns-es.svg
http://www.wikidata.org/entity/Q195812,1040-01-01T00:00:00Z,Uprising of Peter Delyan,http://commons.wikimedia.org/wiki/Special:FilePath/PetarDelyanIsProclaimedTsarOfBulgaria.jpg
http://www.wikidata.org/entity/Q200485,1066-01-01T00:00:00Z,Norman conquest of England,http://commons.wikimedia.org/wiki/Special:FilePath/Bayeux%20Tapestry%20WillelmDux.jpg
http://www.wikidata.org/entity/Q51650,1096-10-01T00:00:00Z,People's Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/PeoplesCrusadeMassacre.jpg
http://www.wikidata.org/entity/Q327150,1040-01-01T00:00:00Z,Byzantine–Norman wars,http://commons.wikimedia.org/wiki/Special:FilePath/Italy%20and%20Illyria%201084%20AD.svg
http://www.wikidata.org/entity/Q7242972,1075-01-01T00:00:00Z,Song-Lý War,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8C%97%E5%AE%8B%E7%96%86%E5%9F%9F%E5%9B%BE%EF%BC%88%E7%AE%80%EF%BC%89.png
http://www.wikidata.org/entity/Q47985,1043-01-01T00:00:00Z,Rus'–Byzantine War (1043),http://commons.wikimedia.org/wiki/Special:FilePath/Hand-siphon%20for%20Greek%20fire%2C%20medieval%20illumination%20%28detail%29.jpg
http://www.wikidata.org/entity/Q862440,1014-01-01T00:00:00Z,Byzantine–Georgian wars,http://commons.wikimedia.org/wiki/Special:FilePath/Skylitzes.%20Basil%20II%20vs%20Georgians%20cropped.jpg
http://www.wikidata.org/entity/Q1187411,1083-01-01T00:00:00Z,Gosannen War,http://commons.wikimedia.org/wiki/Special:FilePath/Gosannen%20kassen%20ekotoba%20-%20Scroll%201%20part%2013.jpg
http://www.wikidata.org/entity/Q1218354,1065-01-01T00:00:00Z,War of the Three Sanchos,http://commons.wikimedia.org/wiki/Special:FilePath/Navaro-dum-1037.png
http://www.wikidata.org/entity/Q2394391,1024-01-01T00:00:00Z,Rus'–Byzantine War (1024),http://commons.wikimedia.org/wiki/Special:FilePath/Map%20Byzantine%20Empire%201025-pt.svg
http://www.wikidata.org/entity/Q49964,1095-11-01T00:00:00Z,Council of Clermont,http://commons.wikimedia.org/wiki/Special:FilePath/Passages%20d%27outremer%20Fr5594%2C%20fol.%2019r%2C%20Concile%20de%20Clermont.jpg
http://www.wikidata.org/entity/Q56276752,1091-07-01T00:00:00Z,Norman invasion of Malta,http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20of%20Fortifications%20Interpretation%20Centre%2002.jpg
http://www.wikidata.org/entity/Q815120,1071-04-21T00:00:00Z,Siege of Bari,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Guiscard.jpg
http://www.wikidata.org/entity/Q827472,1099-08-24T00:00:00Z,Battle of Ascalon,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Ascalon-engraving.jpg
http://www.wikidata.org/entity/Q642117,1097-06-25T00:00:00Z,Siege of Nicaea,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Dore-Nicea.jpg
http://www.wikidata.org/entity/Q3656607,1096-09-01T00:00:00Z,Siege of Xerigordon,http://commons.wikimedia.org/wiki/Special:FilePath/PeoplesCrusadeMassacre.jpg
http://www.wikidata.org/entity/Q741098,1097-10-27T00:00:00Z,Siege of Antioch,http://commons.wikimedia.org/wiki/Special:FilePath/SiegeofAntioch.jpeg
http://www.wikidata.org/entity/Q7510279,1017-08-01T00:00:00Z,Siege of Niemcza,http://commons.wikimedia.org/wiki/Special:FilePath/Niemcza%20general%20view%202014%20P02.JPG
http://www.wikidata.org/entity/Q28216518,1053-01-01T00:00:00Z,Siege of Medina (1053–54),http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20of%20Fortifications%20Interpretation%20Centre%2002.jpg
http://www.wikidata.org/entity/Q29075428,1099-12-01T00:00:00Z,First Siege of Arsuf,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20dore%20crusades%20gerard%20of%20avesnes%20exposed%20on%20the%20walls%20of%20asur.jpg
http://www.wikidata.org/entity/Q12428,1097-07-07T00:00:00Z,Battle of Dorylaeum,http://commons.wikimedia.org/wiki/Special:FilePath/Dorylee2.jpg
http://www.wikidata.org/entity/Q26493,1040-05-29T00:00:00Z,Battle of Dandanaqan,http://commons.wikimedia.org/wiki/Special:FilePath/Gaznaly-seljuk%20Dandanaqan.jpg
http://www.wikidata.org/entity/Q117298,1057-03-22T00:00:00Z,Battle of Varaville,http://commons.wikimedia.org/wiki/Special:FilePath/Bataille%20Varaville.jpg
http://www.wikidata.org/entity/Q305149,1074-03-14T00:00:00Z,Battle of Mogyoród,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Mogyor%C3%B3d%20%28Chronicon%20Pictum%20085%29.jpg
http://www.wikidata.org/entity/Q322345,1080-02-02T00:00:00Z,Battle of Flarchheim,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Flarchheim%20-%20map%20%28Czech%29.png
http://www.wikidata.org/entity/Q61100,1053-06-24T00:00:00Z,Battle of Civitate,http://commons.wikimedia.org/wiki/Special:FilePath/Battaglia%20di%20Civitate%20-%2018%2006%201053.svg
http://www.wikidata.org/entity/Q68371,1054-01-01T00:00:00Z,Battle of Mortemer,http://commons.wikimedia.org/wiki/Special:FilePath/William%2BHenry%202.jpg
http://www.wikidata.org/entity/Q83224,1066-10-20T00:00:00Z,Battle of Hastings,http://commons.wikimedia.org/wiki/Special:FilePath/Bayeux%20Tapestry%20scene57%20Harold%20death.jpg
http://www.wikidata.org/entity/Q392538,1086-10-23T00:00:00Z,Battle of Sagrajas,http://commons.wikimedia.org/wiki/Special:FilePath/B%20Osma%2085v.jpg
