event,date,label,image
http://www.wikidata.org/entity/Q2105495,1383-04-10T00:00:00Z,1383-85 Portuguese Interregnum,http://commons.wikimedia.org/wiki/Special:FilePath/Batalha%20de%20Aljubarrota%2002.jpg
http://www.wikidata.org/entity/Q2577289,1389-01-01T00:00:00Z,Lithuanian Civil War (1389–92),http://commons.wikimedia.org/wiki/Special:FilePath/Polish%20and%20Lithuanian%20Conflict%20with%20Prussia.%201377-1435..png
http://www.wikidata.org/entity/Q12750464,1331-08-29T00:00:00Z,Serbian civil war of 1331,http://commons.wikimedia.org/wiki/Special:FilePath/Stefan%20i%20Dusan%20ktitorski%20portret%20Decani2.jpg
http://www.wikidata.org/entity/Q549605,1384-07-01T00:00:00Z,Lithuanian Civil War of 1381–1384,http://commons.wikimedia.org/wiki/Special:FilePath/Treaty%20of%20Dovydi%C5%A1k%C4%97s%20between%20Jogaila%20and%20Order.png
http://www.wikidata.org/entity/Q1205962,1351-01-01T00:00:00Z,Castilian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20najera%20froissart.jpg
http://www.wikidata.org/entity/Q1432624,1331-01-01T00:00:00Z,Genkō War,http://commons.wikimedia.org/wiki/Special:FilePath/Kusunoki%20Masashige%20statue.jpg
http://www.wikidata.org/entity/Q550172,1341-01-01T00:00:00Z,War of the Breton Succession,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Auray.jpg
http://www.wikidata.org/entity/Q1362154,1371-01-01T00:00:00Z,First War of the Guelderian Succession,http://commons.wikimedia.org/wiki/Special:FilePath/Locator%20Duchy%20of%20Guelders%20and%20County%20of%20Zutphen%20%281350%29.svg
http://www.wikidata.org/entity/Q1788488,1390-10-09T00:00:00Z,Barbary Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Mahdia%20Crusade%201390.jpg
http://www.wikidata.org/entity/Q1788506,1365-10-20T00:00:00Z,Alexandrian Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Crois%C3%A9s.jpg
http://www.wikidata.org/entity/Q804566,1393-02-05T00:00:00Z,Bal des Ardents,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Bal%20des%20Ardents.jpg
http://www.wikidata.org/entity/Q2890987,1391-01-01T00:00:00Z,The Massacre of 1391,http://commons.wikimedia.org/wiki/Special:FilePath/Matanza%20de%20jud%C3%ADos%20en%20Barcelona%20-%20a%C3%B1o%201391.jpg
http://www.wikidata.org/entity/Q4241801,1325-01-01T00:00:00Z,Crow Creek massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Crow%20Creek%20Site.jpg
http://www.wikidata.org/entity/Q498871,1381-11-01T00:00:00Z,Peasants' Revolt,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Froissart%2C%20Chroniques%2C%20154v%2C%2012148%20btv1b8438605hf336%2C%20crop.jpg
http://www.wikidata.org/entity/Q2919552,1386-01-01T00:00:00Z,Timur's invasions of Georgia,http://commons.wikimedia.org/wiki/Special:FilePath/Caucasus%201405%20map%20de%20alt.svg
http://www.wikidata.org/entity/Q7510196,1370-09-01T00:00:00Z,Siege of Limoges,http://commons.wikimedia.org/wiki/Special:FilePath/Siege%20of%20Limoges.jpg
http://www.wikidata.org/entity/Q4453239,1327-01-01T00:00:00Z,Tver Uprising of 1327,http://commons.wikimedia.org/wiki/Special:FilePath/Facial%20Chronicle%20-%20b.07%2C%20p.286%20-%20Murder%20of%20Shevkal.jpg
http://www.wikidata.org/entity/Q112524,1351-01-01T00:00:00Z,Red Turban Rebellion,http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Turban.png
http://www.wikidata.org/entity/Q498871,1381-11-01T00:00:00Z,Peasants' Revolt,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Froissart%2C%20Chroniques%2C%20154v%2C%2012148%20btv1b8438605hf336%2C%20crop.jpg
http://www.wikidata.org/entity/Q627656,1343-01-01T00:00:00Z,St. George's Night Uprising,http://commons.wikimedia.org/wiki/Special:FilePath/Medieval%20Livonia%201260.svg
http://www.wikidata.org/entity/Q759989,1363-08-01T00:00:00Z,Revolt of Saint Titus,http://commons.wikimedia.org/wiki/Special:FilePath/MBoschini%20Il%20regno%20tutto%20di%20Candia.jpg
http://www.wikidata.org/entity/Q938839,1330-01-01T00:00:00Z,Bulgarian–Serbian Wars,http://commons.wikimedia.org/wiki/Special:FilePath/Bul-sr%20wars.jpg
http://www.wikidata.org/entity/Q1074467,1378-01-01T00:00:00Z,War of Chioggia,http://commons.wikimedia.org/wiki/Special:FilePath/Canal%20Vena%20in%20Chioggia.jpg
http://www.wikidata.org/entity/Q583223,1326-01-01T00:00:00Z,Polish–Teutonic War of 1327–1332,http://commons.wikimedia.org/wiki/Special:FilePath/Central%20Europe%20in%20the%20early%2014th%20century..jpg
http://www.wikidata.org/entity/Q327513,1348-01-01T00:00:00Z,Byzantine–Genoese War of 1348–1349,http://commons.wikimedia.org/wiki/Special:FilePath/Byzantine%20empire%201355.jpg
http://www.wikidata.org/entity/Q2105495,1383-04-10T00:00:00Z,1383-85 Portuguese Interregnum,http://commons.wikimedia.org/wiki/Special:FilePath/Batalha%20de%20Aljubarrota%2002.jpg
http://www.wikidata.org/entity/Q2259304,1337-01-01T00:00:00Z,Edwardian War,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20crecy%20froissart.jpg
http://www.wikidata.org/entity/Q2288424,1378-07-01T00:00:00Z,War of the Eight Saints,http://commons.wikimedia.org/wiki/Special:FilePath/Giorgio%20Vasar%20retour%20id%C3%A9alis%C3%A9%20de%20Gr%C3%A9goire%20XI%20%C3%A0%20Rome.jpg
http://www.wikidata.org/entity/Q2545349,1340-01-01T00:00:00Z,Galicia–Volhynia Wars,http://commons.wikimedia.org/wiki/Special:FilePath/Polska%201333%20-%201370.png
http://www.wikidata.org/entity/Q2664602,1356-01-01T00:00:00Z,War of the Two Peters,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20I%20of%20Castilla.jpg
http://www.wikidata.org/entity/Q3499292,1321-01-01T00:00:00Z,Byzantine civil war of 1321–1328,http://commons.wikimedia.org/wiki/Special:FilePath/Todor%20Svetoslav%201307.jpg
http://www.wikidata.org/entity/Q3622689,1393-07-01T00:00:00Z,Bulgarian–Ottoman Wars,http://commons.wikimedia.org/wiki/Special:FilePath/BulgarianOttomanWars.jpg
http://www.wikidata.org/entity/Q3778613,1369-01-01T00:00:00Z,Caroline War,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20najera%20froissart.jpg
http://www.wikidata.org/entity/Q4166614,1368-01-01T00:00:00Z,Lithuanian–Muscovite War,http://commons.wikimedia.org/wiki/Special:FilePath/Facial%20Chronicle%20-%20b.08%2C%20p.421%20-%20Algierd%20at%20Moscow.png
http://www.wikidata.org/entity/Q65121240,1370-01-01T00:00:00Z,Timurid conquests and invasions,http://commons.wikimedia.org/wiki/Special:FilePath/Xahrukh1405a.png
http://www.wikidata.org/entity/Q684532,1331-01-01T00:00:00Z,Gümmenenkrieg,http://commons.wikimedia.org/wiki/Special:FilePath/Guemmenen%20Dorfansicht%2001%2009.jpg
