event,date,label,image
http://www.wikidata.org/entity/Q2086498,1215-01-01T00:00:00Z,First Barons' War,http://commons.wikimedia.org/wiki/Special:FilePath/John%20of%20England%20vs%20Louis%20VIII%20of%20France.jpg
http://www.wikidata.org/entity/Q51659,1217-01-01T00:00:00Z,Fifth Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Capturing%20Damiate.jpg
http://www.wikidata.org/entity/Q51656,1202-01-01T00:00:00Z,Fourth Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20dore%20crusades%20entry%20of%20the%20crusaders%20into%20constantinople.jpg
http://www.wikidata.org/entity/Q51657,1209-01-01T00:00:00Z,Albigensian Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Cathars%20expelled.JPG
http://www.wikidata.org/entity/Q1788485,1239-01-01T00:00:00Z,The Barons' Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20Crusader%20states%201240-eng.png
http://www.wikidata.org/entity/Q7968681,1256-01-01T00:00:00Z,War of the Euboeote Succession,http://commons.wikimedia.org/wiki/Special:FilePath/ShepherdByzempire1265.jpg
http://www.wikidata.org/entity/Q23498601,1201-01-01T00:00:00Z,War of the Antiochene Succession,http://commons.wikimedia.org/wiki/Special:FilePath/LittleArmeniaPrincipality%20of%20AntiochTripoli.jpg
http://www.wikidata.org/entity/Q51660,1220-01-01T00:00:00Z,Sixth Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Al-Kamil%20Muhammad%20al-Malik%20and%20Frederick%20II%20Holy%20Roman%20Emperor.jpg
http://www.wikidata.org/entity/Q51661,1248-01-01T00:00:00Z,Seventh Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Seventh%20crusade.jpg
http://www.wikidata.org/entity/Q64064,1283-01-01T00:00:00Z,War of the Limburg Succession,http://commons.wikimedia.org/wiki/Special:FilePath/Fahnenwagen%20Koelhoffsche%20Chronik.jpg
http://www.wikidata.org/entity/Q243684,1270-01-01T00:00:00Z,Eighth Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/Siege%20of%20Tunis%2C%20eighth%20crusade.jpg
http://www.wikidata.org/entity/Q316743,1271-01-01T00:00:00Z,Ninth Crusade,http://commons.wikimedia.org/wiki/Special:FilePath/EdwardICrusadeMap.jpg
http://www.wikidata.org/entity/Q3544805,1204-01-01T00:00:00Z,Partitio terrarum imperii Romaniae,http://commons.wikimedia.org/wiki/Special:FilePath/LatinEmpire2.png
http://www.wikidata.org/entity/Q207327,1282-05-05T00:00:00Z,Sicilian Vespers,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Hayez%20023.jpg
http://www.wikidata.org/entity/Q941312,1209-07-29T00:00:00Z,massacre at Béziers,http://commons.wikimedia.org/wiki/Special:FilePath/Beziers%20Frankreich.jpg
http://www.wikidata.org/entity/Q92987578,1253-01-01T00:00:00Z,Mongol campaign against the Nizaris,http://commons.wikimedia.org/wiki/Special:FilePath/Assassins2-alamut.jpg
http://www.wikidata.org/entity/Q92987578,1253-01-01T00:00:00Z,Mongol campaign against the Nizaris,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%BCleg%C3%BC%20et%20son%20arm%C3%A9e.jpeg
http://www.wikidata.org/entity/Q244356,1260-09-10T00:00:00Z,Battle of Ain Jalut,http://commons.wikimedia.org/wiki/Special:FilePath/Campaign%20of%20the%20Battle%20of%20Ain%20Jalut%201260.svg
http://www.wikidata.org/entity/Q11710470,1287-12-13T00:00:00Z,Third Mongol invasion of Poland,http://commons.wikimedia.org/wiki/Special:FilePath/Polska%20WladLokietka%20%281275-1300%29.png
http://www.wikidata.org/entity/Q11710528,1259-01-01T00:00:00Z,Second Mongol invasion of Poland,http://commons.wikimedia.org/wiki/Special:FilePath/Meczennicy%20Sandomierscy.jpg
http://www.wikidata.org/entity/Q92987578,1253-01-01T00:00:00Z,Mongol campaign against the Nizaris,http://commons.wikimedia.org/wiki/Special:FilePath/Assassins2-alamut.jpg
http://www.wikidata.org/entity/Q92987578,1253-01-01T00:00:00Z,Mongol campaign against the Nizaris,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%BCleg%C3%BC%20et%20son%20arm%C3%A9e.jpeg
http://www.wikidata.org/entity/Q369560,1258-02-17T00:00:00Z,Siege of Baghdad,http://commons.wikimedia.org/wiki/Special:FilePath/Bagdad1258.jpg
http://www.wikidata.org/entity/Q16933158,1260-02-09T00:00:00Z,Sacking of Sandomierz,http://commons.wikimedia.org/wiki/Special:FilePath/Meczennicy%20Sandomierscy.jpg
http://www.wikidata.org/entity/Q531916,1277-01-01T00:00:00Z,First Mongol invasion of Burma,http://commons.wikimedia.org/wiki/Special:FilePath/Mongol%20invasions%20of%20Burma%20%281277-87%29.png
http://www.wikidata.org/entity/Q1134220,1237-01-01T00:00:00Z,Mongol invasion of Kievan Rus',http://commons.wikimedia.org/wiki/Special:FilePath/Genghis%20Khan%20empire-en.svg
http://www.wikidata.org/entity/Q2091661,1213-05-31T00:00:00Z,Battle of Damme,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Auguste%20attendant%20sa%20flotte.jpg
http://www.wikidata.org/entity/Q1136870,1217-08-24T00:00:00Z,Battle of Sandwich,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20off%20Sandwich.jpg
http://www.wikidata.org/entity/Q4870261,1278-08-01T00:00:00Z,Battle of Algeciras,http://commons.wikimedia.org/wiki/Special:FilePath/Estelamerini.jpg
http://www.wikidata.org/entity/Q118951,1284-08-13T00:00:00Z,Battle of Meloria,http://commons.wikimedia.org/wiki/Special:FilePath/Litograph%20of%20the%20Battle%20of%20Meloria%20%281284%29%20by%20Armanino.jpg
http://www.wikidata.org/entity/Q4872926,1284-06-12T00:00:00Z,Battle of the Gulf of Naples,http://commons.wikimedia.org/wiki/Special:FilePath/Batalla-golf-napols-roger-lluria-carles-salerno-anjou.jpg
http://www.wikidata.org/entity/Q4872926,1284-06-12T00:00:00Z,Battle of the Gulf of Naples,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20the%20Gulf%20of%20Naples.jpg
http://www.wikidata.org/entity/Q2893431,1242-01-01T00:00:00Z,Battle of Grobnik field,http://commons.wikimedia.org/wiki/Special:FilePath/Mongol%20soldiers%20by%20Rashid%20al-Din%201305.JPG
http://www.wikidata.org/entity/Q1014253,1211-01-01T00:00:00Z,Mongol conquest of the Jin dynasty,http://commons.wikimedia.org/wiki/Special:FilePath/Bataille%20entre%20mongols%20%26%20chinois%20%281211%29.jpeg
http://www.wikidata.org/entity/Q1305130,1256-01-01T00:00:00Z,War of Saint Sabas,http://commons.wikimedia.org/wiki/Special:FilePath/Mar%20Saba%20%28Photo%20by%20Jean%20%26%20Nathalie%2C%202011%29.jpg
