event,date,label,image
http://www.wikidata.org/entity/Q515561,0872-07-22T00:00:00Z,Battle of Hafrsfjord,http://commons.wikimedia.org/wiki/Special:FilePath/Ole%20Peter%20Hansen%20Balling%20Harald%20H%C3%A5rfagre%20i%20slaget%20ved%20Hafrsfjord.jpg
http://www.wikidata.org/entity/Q3636526,0888-10-01T00:00:00Z,Battle of Milazzo,http://commons.wikimedia.org/wiki/Special:FilePath/Byzantine-Arab%20naval%20struggle.png
http://www.wikidata.org/entity/Q21862826,0880-01-01T00:00:00Z,Battle of Cephalonia,http://commons.wikimedia.org/wiki/Special:FilePath/Byzantine-Arab%20naval%20struggle.png
http://www.wikidata.org/entity/Q635213,0844-05-27T00:00:00Z,Battle of Clavijo,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20Rejio%2C%20Francisco%20de%20Paula%20van%20Halen%2C%20Batalla%20de%20Clavijo%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q1400684,0869-07-13T00:00:00Z,869 Jogan Sanriku earthquake,http://commons.wikimedia.org/wiki/Special:FilePath/Sanriku-Erdbeben.jpg
http://www.wikidata.org/entity/Q815167,0860-01-01T00:00:00Z,Siege of Constantinople (860),http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A6%D0%B0%D1%80%D1%8C%D0%B3%D1%80%D0%B0%D0%B4.jpg
http://www.wikidata.org/entity/Q1400684,0869-07-13T00:00:00Z,869 Jogan Sanriku earthquake,http://commons.wikimedia.org/wiki/Special:FilePath/Sanriku-Erdbeben.jpg
http://www.wikidata.org/entity/Q160205,0870-08-12T00:00:00Z,Treaty of Meerssen,http://commons.wikimedia.org/wiki/Special:FilePath/843-870%20Europe.jpg
http://www.wikidata.org/entity/Q2398530,0822-01-01T00:00:00Z,Sino-Tibetan Peace Treaty of 822,http://commons.wikimedia.org/wiki/Special:FilePath/Tang-Tibetan%20alliance%20stele%202.jpg
http://www.wikidata.org/entity/Q1669285,0838-08-05T00:00:00Z,Sack of Amorium,http://commons.wikimedia.org/wiki/Special:FilePath/Siege%20of%20Amorium.jpg
http://www.wikidata.org/entity/Q3485986,0845-04-01T00:00:00Z,Siege of Paris,http://commons.wikimedia.org/wiki/Special:FilePath/Viking%20Siege%20of%20Paris.jpg
