event,date,label,image
http://www.wikidata.org/entity/Q8077838,1650-01-01T00:00:00Z,Çınar Incident,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%87%C4%B1nar%20Vakas%C4%B1.jpg
http://www.wikidata.org/entity/Q48785102,1689-01-01T00:00:00Z,Jacobite rising of 1689,http://commons.wikimedia.org/wiki/Special:FilePath/Defence%20of%20Dunkeld.jpg
http://www.wikidata.org/entity/Q2997849,1640-06-07T00:00:00Z,Corpus de Sang,http://commons.wikimedia.org/wiki/Special:FilePath/Els%20segadors.jpg
http://www.wikidata.org/entity/Q2487,1618-05-23T00:00:00Z,Thirty Years' War,http://commons.wikimedia.org/wiki/Special:FilePath/Magdeburg%201631.jpg
http://www.wikidata.org/entity/Q1044829,1605-01-01T00:00:00Z,Polish–Muscovite War,http://commons.wikimedia.org/wiki/Special:FilePath/Juliusz%20Kossak%20Odsiecz%20Smolenska.jpeg
http://www.wikidata.org/entity/Q377269,1601-01-01T00:00:00Z,Dutch–Portuguese War,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Meirelles%20-%20%27Battle%20of%20Guararapes%27%2C%201879%2C%20oil%20on%20canvas%2C%20Museu%20Nacional%20de%20Belas%20Artes%2C%20Rio%20de%20Janeiro.JPG
http://www.wikidata.org/entity/Q568727,1610-10-24T00:00:00Z,War of the Jülich Succession,http://commons.wikimedia.org/wiki/Special:FilePath/J-kl%20Erbfolgekrieg%20EK.jpg
http://www.wikidata.org/entity/Q1267097,1656-03-07T00:00:00Z,First War of Villmergen,http://commons.wikimedia.org/wiki/Special:FilePath/First%20battle%20villmergen.jpg
http://www.wikidata.org/entity/Q1527665,1628-01-01T00:00:00Z,War of the Mantuan Succession,http://commons.wikimedia.org/wiki/Special:FilePath/Sacco%20di%20mantova%20nel%201630.JPG
http://www.wikidata.org/entity/Q16640422,1613-01-01T00:00:00Z,War of the Montferrat Succession,http://commons.wikimedia.org/wiki/Special:FilePath/Italia%201600.svg
http://www.wikidata.org/entity/Q1409271,1614-01-01T00:00:00Z,Fettmilch Rising,http://commons.wikimedia.org/wiki/Special:FilePath/Pluenderung%20der%20Judengasse%201614.jpg
http://www.wikidata.org/entity/Q1409271,1614-01-01T00:00:00Z,Fettmilch Rising,http://commons.wikimedia.org/wiki/Special:FilePath/Pluenderung%20der%20Judengasse%201614.png
http://www.wikidata.org/entity/Q3263276,1660-01-01T00:00:00Z,Brunei Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/North%20Borneo%20Dispute%20territory.PNG
http://www.wikidata.org/entity/Q600898,1648-01-01T00:00:00Z,Salt Riot,http://commons.wikimedia.org/wiki/Special:FilePath/Salt%20riot%20moscow%201648.jpeg
http://www.wikidata.org/entity/Q670936,1653-01-01T00:00:00Z,Swiss peasant war of 1653,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20Swiss%20Peasant%20War%20of%201653.svg
http://www.wikidata.org/entity/Q696217,1637-12-17T00:00:00Z,Shimabara Rebellion,http://commons.wikimedia.org/wiki/Special:FilePath/Shimabara-Battle-Map-c17th-century.png
