event,date,label,image
http://www.wikidata.org/entity/Q18206754,0066-01-01T00:00:00Z,Jerusalem riots of 66,http://commons.wikimedia.org/wiki/Special:FilePath/Visionary%20Ezekiel%20Temple.jpg
http://www.wikidata.org/entity/Q11057721,0700-01-01T00:00:00Z,Miracle of Lanciano,http://commons.wikimedia.org/wiki/Special:FilePath/Miracolo%20Eucaristico%20di%20Lanciano%20-%20foto%20dal%20vivo.JPG
http://www.wikidata.org/entity/Q162665,0532-01-01T00:00:00Z,Nika riots,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey-03228%20-%20Hippodrome%20of%20Constantinople%20%2811312626353%29.jpg
http://www.wikidata.org/entity/Q20650851,0661-01-29T00:00:00Z,assassination of Ali,http://commons.wikimedia.org/wiki/Special:FilePath/Martyrdom%20of%20Imam%20Ali%20-%20By%20Yousef%20Abdinejad.jp.jpg
http://www.wikidata.org/entity/Q8122413,0030-04-07T00:00:00Z,Pilate's court,http://commons.wikimedia.org/wiki/Special:FilePath/What-is-truth02.jpg
http://www.wikidata.org/entity/Q1463845,0410-08-25T00:00:00Z,410 sack of Rome,http://commons.wikimedia.org/wiki/Special:FilePath/Sack%20of%20Rome%20by%20the%20Visigoths%20on%2024%20August%20410%20by%20JN%20Sylvestre%201890.jpg
http://www.wikidata.org/entity/Q4115056,0700-01-01T00:00:00Z,succession to Prophet Muhammad,http://commons.wikimedia.org/wiki/Special:FilePath/Abu%20bakr2.jpg
http://www.wikidata.org/entity/Q4115056,0700-01-01T00:00:00Z,succession to Prophet Muhammad,http://commons.wikimedia.org/wiki/Special:FilePath/Investiture%20of%20Ali%20Edinburgh%20codex.jpg
http://www.wikidata.org/entity/Q329838,0300-01-01T00:00:00Z,Crisis of the Third Century,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Ancient%20Rome%20271%20AD-ru.svg
http://www.wikidata.org/entity/Q1463845,0410-08-25T00:00:00Z,410 sack of Rome,http://commons.wikimedia.org/wiki/Special:FilePath/Sack%20of%20Rome%20by%20the%20Visigoths%20on%2024%20August%20410%20by%20JN%20Sylvestre%201890.jpg
http://www.wikidata.org/entity/Q162665,0532-01-01T00:00:00Z,Nika riots,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey-03228%20-%20Hippodrome%20of%20Constantinople%20%2811312626353%29.jpg
http://www.wikidata.org/entity/Q1278576,0655-01-01T00:00:00Z,Battle of the Masts,http://commons.wikimedia.org/wiki/Special:FilePath/Tarikhuna%20bi-uslub%20qasasi-Battle%20of%20Dh%C4%81t%20al-%E1%B9%A2aw%C4%81r%C4%AB.jpg
http://www.wikidata.org/entity/Q862619,0537-01-01T00:00:00Z,Battle of Camlann,http://commons.wikimedia.org/wiki/Special:FilePath/How%20Mordred%20was%20Slain%20by%20Arthur.jpg
http://www.wikidata.org/entity/Q2948126,0450-01-01T00:00:00Z,Battle of Finnsburg,http://commons.wikimedia.org/wiki/Special:FilePath/Britain.Anglo.Saxon.homelands.settlements.400.500.jpg
http://www.wikidata.org/entity/Q2920370,0749-01-01T00:00:00Z,The Seventh Earthquake,http://commons.wikimedia.org/wiki/Special:FilePath/Skitop111.jpg
http://www.wikidata.org/entity/Q1348954,0365-07-22T00:00:00Z,365 Crete earthquake,http://commons.wikimedia.org/wiki/Special:FilePath/365%20Crete%20Earthquake%2C%20Apollonia%2C%20Pier%20%28Jona%29.JPG
http://www.wikidata.org/entity/Q28220677,0262-01-01T00:00:00Z,262 Southwest Anatolia earthquake,http://commons.wikimedia.org/wiki/Special:FilePath/Ephesus%20Celsus%20Library%20Fa%C3%A7ade.jpg
http://www.wikidata.org/entity/Q3850909,0060-01-01T00:00:00Z,Roman conquest of Anglesey,http://commons.wikimedia.org/wiki/Special:FilePath/Ynys%20Llanddwyn%20old%20light.pg.jpg
http://www.wikidata.org/entity/Q3850909,0060-01-01T00:00:00Z,Roman conquest of Anglesey,http://commons.wikimedia.org/wiki/Special:FilePath/Isle%20of%20Anglesey%20UK%20map.svg
http://www.wikidata.org/entity/Q4115056,0700-01-01T00:00:00Z,succession to Prophet Muhammad,http://commons.wikimedia.org/wiki/Special:FilePath/Abu%20bakr2.jpg
http://www.wikidata.org/entity/Q4115056,0700-01-01T00:00:00Z,succession to Prophet Muhammad,http://commons.wikimedia.org/wiki/Special:FilePath/Investiture%20of%20Ali%20Edinburgh%20codex.jpg
http://www.wikidata.org/entity/Q21251731,0286-01-01T00:00:00Z,Saint Sebastian tended by Saint Irene,http://commons.wikimedia.org/wiki/Special:FilePath/Vicente%20L%C3%B3pez%20y%20Porta%C3%B1a%20-%20Saint%20Sebastian%20Tended%20by%20Saint%20Irene%20-%202000.47%20-%20J.%20Paul%20Getty%20Museum.jpg
http://www.wikidata.org/entity/Q619950,0050-01-01T00:00:00Z,Council of Jerusalem,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20James%20the%20Just.jpg
http://www.wikidata.org/entity/Q637220,0794-06-05T00:00:00Z,Council of Frankfurt,http://commons.wikimedia.org/wiki/Special:FilePath/Briefliche%20Erwaehnung%20Frankfurt%20am%20Main.jpg
http://www.wikidata.org/entity/Q170531,0451-11-02T00:00:00Z,Council of Chalcedon,http://commons.wikimedia.org/wiki/Special:FilePath/Fourth%20ecumenical%20council%20of%20chalcedon%20-%201876.jpg
