event,date,label,image
http://www.wikidata.org/entity/Q22978037,0995-10-03T00:00:00Z,Massacre of Slavník dynasty,http://commons.wikimedia.org/wiki/Special:FilePath/Dobyt%C3%AD%20Libice%20roku%20995%20%28Rosa%20Bohemica%2C%201668%29.png
http://www.wikidata.org/entity/Q573211,0988-01-01T00:00:00Z,Christianization of Kievan Rus',http://commons.wikimedia.org/wiki/Special:FilePath/Lebedev%20baptism.jpg
http://www.wikidata.org/entity/Q1109261,0904-01-01T00:00:00Z,Sack of Thessalonica,http://commons.wikimedia.org/wiki/Special:FilePath/Sack%20of%20Thessalonica%20by%20Arabs%2C%20904.png
http://www.wikidata.org/entity/Q1163186,0999-01-01T00:00:00Z,Battle of Svolder,http://commons.wikimedia.org/wiki/Special:FilePath/Svolder%2C%20by%20Otto%20Sinding.jpg
http://www.wikidata.org/entity/Q1163186,1000-01-01T00:00:00Z,Battle of Svolder,http://commons.wikimedia.org/wiki/Special:FilePath/Svolder%2C%20by%20Otto%20Sinding.jpg
http://www.wikidata.org/entity/Q1267571,0984-01-01T00:00:00Z,Battle of Hjörungavágr,http://commons.wikimedia.org/wiki/Special:FilePath/Olav%20Tryggvasons%20saga%20-%20Uvaeret%20Hjoerungavaag%20-%20H.%20Egedius.jpg
http://www.wikidata.org/entity/Q87402517,0965-01-01T00:00:00Z,Battle of the Straits,http://commons.wikimedia.org/wiki/Special:FilePath/Byzantine-Arab%20naval%20struggle.png
http://www.wikidata.org/entity/Q1837308,0941-01-01T00:00:00Z,Rus'–Byzantine War (941),http://commons.wikimedia.org/wiki/Special:FilePath/Greekfire-madridskylitzes1.jpg
http://www.wikidata.org/entity/Q2707090,0907-01-01T00:00:00Z,Rus'–Byzantine War of 907,http://commons.wikimedia.org/wiki/Special:FilePath/Oleg%20tsargrad.jpg
http://www.wikidata.org/entity/Q933498,1000-01-01T00:00:00Z,Croatian–Bulgarian Wars,http://commons.wikimedia.org/wiki/Special:FilePath/Balkans925.png
http://www.wikidata.org/entity/Q111329728,0927-01-01T00:00:00Z,Qarmatian invasion of Iraq,http://commons.wikimedia.org/wiki/Special:FilePath/Iraq%20Ninth%20Century.png
http://www.wikidata.org/entity/Q23578835,0946-01-01T00:00:00Z,946 eruption of Paektu Mountain,http://commons.wikimedia.org/wiki/Special:FilePath/Millenium-Eruption-map.jpg
http://www.wikidata.org/entity/Q2503056,0968-01-01T00:00:00Z,Siege of Kyiv,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%20%D0%86%D0%B3%D0%BE%D1%80%D0%B5%D0%B2%D0%B8%D1%87%20%E2%80%94%20%D0%BC%D0%BE%D0%BD%D0%B5%D1%82%D0%B0.jpg
http://www.wikidata.org/entity/Q737655,0971-01-01T00:00:00Z,Siege of Dorostolon,http://commons.wikimedia.org/wiki/Special:FilePath/BelagerungvonDorostolon.jpg
http://www.wikidata.org/entity/Q1109261,0904-01-01T00:00:00Z,Sack of Thessalonica,http://commons.wikimedia.org/wiki/Special:FilePath/Sack%20of%20Thessalonica%20by%20Arabs%2C%20904.png
http://www.wikidata.org/entity/Q164697,0933-03-20T00:00:00Z,Battle of Riade,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20I.%20k%C3%A4mpft%20gegen%20die%20Ungarn.jpg
http://www.wikidata.org/entity/Q273069,0955-08-10T00:00:00Z,Battle of Lechfeld,http://commons.wikimedia.org/wiki/Special:FilePath/Lechfeld1457.jpg
http://www.wikidata.org/entity/Q453870,0955-10-16T00:00:00Z,Battle on the Raxa,http://commons.wikimedia.org/wiki/Special:FilePath/Recknitz%20Damgarten%2001.JPG
http://www.wikidata.org/entity/Q658731,0917-08-20T00:00:00Z,Battle of Achelous,http://commons.wikimedia.org/wiki/Special:FilePath/Simeon%20the%20Great%20anonymous%20seal.jpg
http://www.wikidata.org/entity/Q619049,0939-10-02T00:00:00Z,Battle of Andernach,http://commons.wikimedia.org/wiki/Special:FilePath/Andernach%201900.jpg
http://www.wikidata.org/entity/Q697722,0907-07-09T00:00:00Z,Battle of Pressburg,http://commons.wikimedia.org/wiki/Special:FilePath/Schlacht%20bei%20Pressburg.jpg
http://www.wikidata.org/entity/Q645905,0972-06-29T00:00:00Z,Battle of Cedynia,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Cedynia%20%285%29.JPG
http://www.wikidata.org/entity/Q737655,0971-01-01T00:00:00Z,Siege of Dorostolon,http://commons.wikimedia.org/wiki/Special:FilePath/BelagerungvonDorostolon.jpg
http://www.wikidata.org/entity/Q777332,0970-03-01T00:00:00Z,Battle of Arcadiopolis,http://commons.wikimedia.org/wiki/Special:FilePath/Persecution%20of%20Russ%20by%20the%20Byzantine%20army%20John%20Skylitzes.jpg
http://www.wikidata.org/entity/Q1442050,0991-08-10T00:00:00Z,Battle of Maldon,http://commons.wikimedia.org/wiki/Special:FilePath/Brythnoth%20statue%20Maldon.jpg
http://www.wikidata.org/entity/Q945396,0923-01-01T00:00:00Z,Battle of Soissons,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20roi%20de%20France.jpg
http://www.wikidata.org/entity/Q1355177,0978-01-01T00:00:00Z,Battle of Pankalia,http://commons.wikimedia.org/wiki/Special:FilePath/Clash%20between%20the%20armies%20of%20Bardas%20Skleros%20and%20Bardas%20Phokas.jpg
http://www.wikidata.org/entity/Q1355177,0979-01-01T00:00:00Z,Battle of Pankalia,http://commons.wikimedia.org/wiki/Special:FilePath/Clash%20between%20the%20armies%20of%20Bardas%20Skleros%20and%20Bardas%20Phokas.jpg
http://www.wikidata.org/entity/Q1787252,0929-09-09T00:00:00Z,Battle of Lenzen,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20I%20the%20Fowler.JPG
http://www.wikidata.org/entity/Q1511005,0920-07-31T00:00:00Z,Battle of Valdejunquera,http://commons.wikimedia.org/wiki/Special:FilePath/Ordo%C3%B1o%20II%20de%20Le%C3%B3n.jpg
http://www.wikidata.org/entity/Q1518266,0939-07-24T00:00:00Z,Battle of Simancas,http://commons.wikimedia.org/wiki/Special:FilePath/Califato%20de%20C%C3%B3rdoba%20-%201000.svg
http://www.wikidata.org/entity/Q1991963,0918-01-01T00:00:00Z,Battle of Corbridge,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Corbridge%20is%20tagged%20here.jpg
http://www.wikidata.org/entity/Q2292026,0986-08-17T00:00:00Z,battle of the Gates of Trajan,http://commons.wikimedia.org/wiki/Special:FilePath/Trayanovi-vrata-left-arch-3.JPG
http://www.wikidata.org/entity/Q2453421,0955-01-01T00:00:00Z,Battle of Rastarkalv,http://commons.wikimedia.org/wiki/Special:FilePath/Bautasteiner%20p%C3%A5%20Freidarberg.jpg
http://www.wikidata.org/entity/Q2070062,0924-01-01T00:00:00Z,Battle of Sevan,http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Sevan%20with%20Sevanavank.jpg
http://www.wikidata.org/entity/Q2086785,0962-01-01T00:00:00Z,Battle of Bauds,http://commons.wikimedia.org/wiki/Special:FilePath/Indulf.jpg
http://www.wikidata.org/entity/Q2664985,0980-01-01T00:00:00Z,Battle of Fýrisvellir,http://commons.wikimedia.org/wiki/Special:FilePath/Efter%20slaget%20vid%20Fyrisvall.jpg
http://www.wikidata.org/entity/Q2712928,0997-07-21T00:00:00Z,Battle of Spercheios,http://commons.wikimedia.org/wiki/Special:FilePath/Skylitzes-Ouranos%20kills%20Bulgarians.jpg
http://www.wikidata.org/entity/Q2889228,0953-01-01T00:00:00Z,Battle of Marash,http://commons.wikimedia.org/wiki/Special:FilePath/Arab-Byzantine%20frontier%20zone.svg
http://www.wikidata.org/entity/Q2237307,0960-11-13T00:00:00Z,Battle of Andrassos,http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20Phokas%20defeats%20Hambdan%20at%20Adrassos.png
http://www.wikidata.org/entity/Q2890177,1000-01-01T00:00:00Z,Battle of Thessalonica,http://commons.wikimedia.org/wiki/Special:FilePath/Ambush%20and%20death%20of%20Gregorios%20Taronites%20by%20the%20Bulgarians.jpg
http://www.wikidata.org/entity/Q2890242,0939-08-01T00:00:00Z,Battle of Trans-la-Fôret,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20commune%20FR%20insee%20code%2035339.png
http://www.wikidata.org/entity/Q2889727,0958-01-01T00:00:00Z,Battle of Raban,http://commons.wikimedia.org/wiki/Special:FilePath/Arab-Byzantine%20frontier%20zone.svg
http://www.wikidata.org/entity/Q2890760,0938-01-01T00:00:00Z,Battle of Bach Dang River,http://commons.wikimedia.org/wiki/Special:FilePath/Ng%C3%B4%20Quy%E1%BB%81n%20%C4%91%E1%BA%A1i%20ph%C3%A1%20qu%C3%A2n%20Nam%20H%C3%A1n%20tr%C3%AAn%20s%C3%B4ng%20B%E1%BA%A1ch%20%C4%90%E1%BA%B1ng.jpg
http://www.wikidata.org/entity/Q4870264,0939-08-10T00:00:00Z,Battle of Alhandic,http://commons.wikimedia.org/wiki/Special:FilePath/Murallas%20de%20Zamora.JPG
http://www.wikidata.org/entity/Q4870988,0975-07-11T00:00:00Z,Battle of Estercuel,http://commons.wikimedia.org/wiki/Special:FilePath/Ramiro%20Garc%C3%A9s%20of%20Viguera%2C%20Codex%20Vigilanus.JPG
http://www.wikidata.org/entity/Q4872212,0981-01-01T00:00:00Z,Battle of Rueda,http://commons.wikimedia.org/wiki/Special:FilePath/Ramiro%20III%20of%20Le%C3%B3n.jpg
http://www.wikidata.org/entity/Q4872270,0917-01-01T00:00:00Z,Battle of San Esteban de Gormaz,http://commons.wikimedia.org/wiki/Special:FilePath/Califato%20de%20C%C3%B3rdoba%20-%201000.svg
http://www.wikidata.org/entity/Q4872981,0994-09-15T00:00:00Z,Battle of the Orontes,http://commons.wikimedia.org/wiki/Special:FilePath/Arab-Byzantine%20frontier%20zone-pt.svg
http://www.wikidata.org/entity/Q16253654,0940-12-25T00:00:00Z,Battle of Iskhabad,http://commons.wikimedia.org/wiki/Special:FilePath/Iran%20in%2010th%20century%20AD.png
