event,date,label,image
http://www.wikidata.org/entity/Q200749,1788-06-07T00:00:00Z,Day of the Tiles,http://commons.wikimedia.org/wiki/Special:FilePath/Journ%C3%A9e%20des%20Tuiles%20%28Alexandre%20Debelle%29%2C%20Mus%C3%A9e%20de%20la%20R%C3%A9volution%20fran%C3%A7aise%20-%20Vizille.jpg
http://www.wikidata.org/entity/Q642021,1792-06-20T00:00:00Z,Demonstration of 20 June 1792,http://commons.wikimedia.org/wiki/Special:FilePath/Bild%20Tuileriensturm1792.jpg
http://www.wikidata.org/entity/Q1151536,1795-05-20T00:00:00Z,Revolt of 1 prairial year III,http://commons.wikimedia.org/wiki/Special:FilePath/1er%20prairial%20an%20III.jpg
http://www.wikidata.org/entity/Q1154330,1792-08-10T00:00:00Z,10 August insurrection,http://commons.wikimedia.org/wiki/Special:FilePath/Tuileriensturm.jpg
http://www.wikidata.org/entity/Q1538124,1780-06-01T00:00:00Z,Gordon Riots,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Gordon%20Riots%20by%20John%20Seymour%20Lucas.jpg
http://www.wikidata.org/entity/Q7231569,1736-04-14T00:00:00Z,Porteous Riots,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Drummond%20The%20Porteous%20Mob%201855.jpg
http://www.wikidata.org/entity/Q150701,1701-07-01T00:00:00Z,War of the Spanish Succession,http://commons.wikimedia.org/wiki/Special:FilePath/Bakhuizen%2C%20Battle%20of%20Vigo%20Bay.jpg
http://www.wikidata.org/entity/Q157548,1778-01-01T00:00:00Z,War of the Bavarian Succession,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20der%20Grosse%20und%20der%20Feldscher.jpg
http://www.wikidata.org/entity/Q690096,1712-08-11T00:00:00Z,Toggenburg War,http://commons.wikimedia.org/wiki/Special:FilePath/Karte%20Zweiter%20Villmergerkrieg%201712.png
http://www.wikidata.org/entity/Q1049945,1746-04-20T00:00:00Z,Jacobite rising of 1745,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Battle%20of%20Culloden.jpg
